"","match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"556","2001-12-22","Tottenham Hotspur","Ipswich Town","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Simon Davies","Steffen Freund","Christian Ziege","Sergei Rebrov","Teddy Sheringham","Matteo Sereni","Chris Makin","John McGreal","Hermann Hreidarsson","Mark Venus","Jermaine Wright","Matt Holland","Jim Magilton","Finidi George","Martijn Reuser","Marcus Bent"
"557","2001-12-23","Chelsea","Bolton Wanderers","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Graeme Le Saux","Samuele Dalla Bona","Frank Lampard","Mario Stanic","Bolo Zenden","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink","Jussi J‰‰skel‰inen","Mike Whitlow","Colin Hendry","Bruno N'Gotty","Paul Warhurst","Simon Charlton","Per Frandsen","Ricardo Gardner","Jermaine Johnson","Kevin Nolan","Michael Ricketts"
"558","2001-12-23","Liverpool","Arsenal","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Gary McAllister","Danny Murphy","Emile Heskey","Michael Owen","Stuart Taylor","Sol Campbell","Martin Keown","Bissan Lauren","Ashley Cole","Freddie Ljungberg","Ray Parlour","Robert Pires","Giovanni Van Bronckhorst","Thierry Henry","Nwankwo Kanu"
"559","2001-12-26","Arsenal","Chelsea","Stuart Taylor","Sol Campbell","Martin Keown","Bissan Lauren","Ashley Cole","Freddie Ljungberg","Ray Parlour","Robert Pires","Patrick Vieira","Thierry Henry","Nwankwo Kanu","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Graeme Le Saux","Frank Lampard","Emmanuel Petit","Mario Stanic","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink"
"560","2001-12-26","Aston Villa","Liverpool","Peter Schmeichel","JLloyd Samuel","Steve Staunton","Olof Mellberg","Alan Wright","George Boateng","Lee Hendrie","Hassan Kachloul","Paul Merson","Juan Pablo Angel","Darius Vassell","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Dietmar Hamann","Vladimir Smicer","Jari Litmanen","Michael Owen"
"561","2001-12-26","Blackburn Rovers","Sunderland","Brad Friedel","Henning Berg","Nils-Eric Johansson","Craig Short","Lucas Neill","David Dunn","Garry Flitcroft","Keith Gillespie","Alan Mahon","Damien Duff","Corrado Grabbi","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Claudio Reyna","Kevin Phillips","Niall Quinn"
"562","2001-12-26","Bolton Wanderers","Leeds United","Jussi J‰‰skel‰inen","Djibril Diawara","Mike Whitlow","Anthony Barness","Paul Warhurst","Simon Charlton","Gareth Farrelly","Per Frandsen","Ricardo Gardner","Kevin Nolan","Dean Holdsworth","Nigel Martyn","Garry Kelly","Rio Ferdinand","Jonathan Woodgate","Dominic Matteo","Eirik Bakke","David Batty","Lee Bowyer","Alan Smith","Robbie Fowler","Mark Viduka"
"563","2001-12-26","Everton","Manchester United","Steve Simonsen","David Unsworth","Steve Watson","David Weir","Gary Naysmith","Abel Xavier","Niclas Alexandersson","Jesper Blomqvist","Scot Gemmill","Thomas Gravesen","Tomasz Radzinski","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","Nicky Butt","Ryan Giggs","Roy Keane","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy"
"564","2001-12-26","Fulham","Charlton Athletic","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","Lee Clark","Sean Davis","Sylvain Legwinski","Steed Malbranque","Barry Hayles","Louis Saha","Dean Kiely","Paul Konchesky","Luke Young","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","Graham Stuart","Jason Euell","Kevin Lisbie"
"565","2001-12-26","Ipswich Town","Leicester City","Matteo Sereni","Chris Makin","Titus Bramble","Hermann Hreidarsson","Mark Venus","Matt Holland","Sixto Peralta","Finidi George","Martijn Reuser","Alun Armstrong","Marcus Bent","Ian Walker","Matt Elliott","Frank Sinclair","Lee Marshall","Alan Rogers","Jordan Stewart","Muzzy Izzet","Stefan Oakes","Robbie Savage","James Scowcroft","Brian Deane"
"566","2001-12-26","Newcastle United","Middlesbrough","Shay Given","Sylvain Distin","Aaron Hughes","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Laurent Robert","Craig Bellamy","Alan Shearer","Mark Crossley","Robbie Stockdale","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Paul Ince","Carlos Marinelli","Robbie Mustoe","Alen Boksic","Noel Whelan"
"567","2001-12-26","Southampton","Tottenham Hotspur","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Rory Delap","Wayne Bridge","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Neil Sullivan","Anthony Gardner","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham"
"568","2001-12-26","West Ham United","Derby County","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Paolo Di Canio","Frederic Kanoute","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Paul Boertien","Pierre Ducrocq","Darryl Powell","Benito Carbone","Fabrizio Ravanelli"
"569","2001-12-29","Arsenal","Middlesbrough","Stuart Taylor","Oleg Luzhny","Sol Campbell","Martin Keown","Ashley Cole","Freddie Ljungberg","Robert Pires","Giovanni Van Bronckhorst","Patrick Vieira","Thierry Henry","Nwankwo Kanu","Mark Crossley","Robbie Stockdale","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Paul Ince","Carlos Marinelli","Robbie Mustoe","Hamilton Ricard","Noel Whelan"
"570","2001-12-29","Aston Villa","Tottenham Hotspur","Peter Schmeichel","JLloyd Samuel","Steve Staunton","Olof Mellberg","Alan Wright","George Boateng","Lee Hendrie","Hassan Kachloul","Paul Merson","Juan Pablo Angel","Darius Vassell","Kasey Keller","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham"
"571","2001-12-29","Blackburn Rovers","Derby County","Brad Friedel","Henning Berg","Stig Inge Bjornebye","Craig Short","Lucas Neill","Garry Flitcroft","Keith Gillespie"," Tugay Kerimoglu","Damien Duff","Matt Jansen","Egil Ostenstad","Mart Poom","Francois Grenet","Danny Higginbotham","Luciano Zavagno","Horacio Carbonari","Chris Riggott","Pierre Ducrocq","Darryl Powell","Benito Carbone","Malcolm Christie","Fabrizio Ravanelli"
"572","2001-12-29","Bolton Wanderers","Leicester City","Jussi J‰‰skel‰inen","Colin Hendry","Bruno N'Gotty","Anthony Barness","Paul Warhurst","Simon Charlton","Gareth Farrelly","Per Frandsen","Kevin Nolan","Dean Holdsworth","Michael Ricketts","Ian Walker","Matt Elliott","Frank Sinclair","Callum Davidson","Lee Marshall","Alan Rogers","Robbie Savage","Dennis Wise","James Scowcroft","Ade Akinbiyi","Brian Deane"
"573","2001-12-29","Everton","Charlton Athletic","Steve Simonsen","David Unsworth","Steve Watson","David Weir","Gary Naysmith","Abel Xavier","Niclas Alexandersson","Jesper Blomqvist","Scot Gemmill","Joe-Max Moore","Tomasz Radzinski","Dean Kiely"," Jorge Costa","Luke Young","Mark Fish","Chris Powell","Claus Jensen","Scott Parker","John Robinson","Graham Stuart","Jason Euell","Kevin Lisbie"
"574","2001-12-29","Ipswich Town","Sunderland","Matteo Sereni","Chris Makin","Hermann Hreidarsson","Mark Venus","Thomas Gaardsoe","Matt Holland","Jim Magilton","Finidi George","Martijn Reuser","Alun Armstrong","Marcus Bent","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Claudio Reyna","Kevin Phillips","Niall Quinn"
"575","2001-12-29","Newcastle United","Chelsea","Shay Given","Sylvain Distin","Aaron Hughes","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Laurent Robert","Craig Bellamy","Alan Shearer","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Graeme Le Saux","Samuele Dalla Bona","Frank Lampard","Mario Stanic","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink"
"576","2001-12-29","Southampton","Leeds United","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Rory Delap","Wayne Bridge","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Jonathan Woodgate","Ian Harte","David Batty","Lee Bowyer","Alan Smith","Robbie Fowler","Mark Viduka"
"577","2001-12-29","West Ham United","Liverpool","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Jermain Defoe","Frederic Kanoute","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Gary McAllister","Danny Murphy","Vladimir Smicer","Nicolas Anelka","Emile Heskey"
"578","2001-12-30","Fulham","Manchester United","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sylvain Legwinski","Steed Malbranque","Luis Boa Morte","Barry Hayles","Louis Saha","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","David Beckham","Nicky Butt","Ryan Giggs","Roy Keane","Paul Scholes","Ruud Van Nistelrooy"
"579","2002-01-01","Charlton Athletic","Ipswich Town","Dean Kiely"," Jorge Costa","Paul Konchesky","Luke Young","Mark Fish","Chris Powell","Claus Jensen","Scott Parker","John Robinson","Jason Euell","Kevin Lisbie","Matteo Sereni","Chris Makin","Hermann Hreidarsson","Mark Venus","Jamie Clapham","Thomas Gaardsoe","Matt Holland","Jim Magilton","Finidi George","Alun Armstrong","Marcus Bent"
"580","2002-01-01","Chelsea","Southampton","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Graeme Le Saux","Samuele Dalla Bona","Frank Lampard","Mario Stanic","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Rory Delap","Wayne Bridge","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars"
"581","2002-01-01","Leeds United","West Ham United","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Jonathan Woodgate","Ian Harte","David Batty","Lee Bowyer","Alan Smith","Robbie Fowler","Mark Viduka","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Joe Cole","Don Hutchison","John Moncur","Trevor Sinclair","Jermain Defoe","Frederic Kanoute"
"582","2002-01-01","Liverpool","Bolton Wanderers","Jerzy Dudek","Stephen Wright","John Arne Riise","Stephane Henchoz","Sami Hyypia","Patrik Berger","Steven Gerrard","Dietmar Hamann","Vladimir Smicer","Emile Heskey","Michael Owen","Jussi J‰‰skel‰inen","Djibril Diawara","Colin Hendry","Bruno N'Gotty","Paul Warhurst","Simon Charlton","Per Frandsen","Kevin Nolan","Nicky Southall","Dean Holdsworth","Michael Ricketts"
"583","2002-01-01","Middlesbrough","Everton","Mark Crossley","Robbie Stockdale","Gianluca Festa","Gareth Southgate","Franck Queudrue","Jonathan Greening","Paul Ince","Carlos Marinelli","Robbie Mustoe","Hamilton Ricard","Noel Whelan","Steve Simonsen","David Unsworth","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Abel Xavier","Niclas Alexandersson","Scot Gemmill","Danny Cadamarteri","Duncan Ferguson"
"584","2002-01-01","Sunderland","Aston Villa","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Claudio Reyna","Kevin Phillips","Niall Quinn","Peter Schmeichel","JLloyd Samuel","Steve Staunton","Olof Mellberg","Dion Dublin","Alan Wright","Lee Hendrie","Hassan Kachloul","Steve Stone","Ian Taylor","Darius Vassell"
"585","2002-01-01","Tottenham Hotspur","Blackburn Rovers","Kasey Keller","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham","Brad Friedel","Henning Berg","Stig Inge Bjornebye","Craig Short","Lucas Neill","Garry Flitcroft","Keith Gillespie"," Tugay Kerimoglu","Damien Duff","Andrew Cole","Matt Jansen"
"586","2002-01-02","Derby County","Fulham","Mart Poom","Francois Grenet","Danny Higginbotham","Luciano Zavagno","Horacio Carbonari","Chris Riggott","Pierre Ducrocq","Darryl Powell","Benito Carbone","Malcolm Christie","Fabrizio Ravanelli","Edwin van der Sar","Steve Finnan","Alain Goma","Zat Knight","Andy Melville","Rufus Brevett","John Collins","Sean Davis","Steed Malbranque","Barry Hayles","Steve Marlet"
"587","2002-01-02","Manchester United","Newcastle United","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","Nicky Butt","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy","Shay Given","Sylvain Distin","Aaron Hughes","Nikos Dabizas","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Rob Lee","Craig Bellamy","Alan Shearer"
"588","2002-01-09","Southampton","Liverpool","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Rory Delap","Wayne Bridge","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Jerzy Dudek","Stephen Wright","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Steven Gerrard","Dietmar Hamann","Danny Murphy","Vladimir Smicer","Jari Litmanen","Nicolas Anelka"
"589","2002-01-12","Aston Villa","Derby County","Peter Schmeichel","Mark Delaney","JLloyd Samuel","Steve Staunton","Olof Mellberg","George Boateng","Lee Hendrie","Paul Merson","Ian Taylor","Juan Pablo Angel","Darius Vassell","Mart Poom","Francois Grenet","Danny Higginbotham","Luciano Zavagno","Steve Elliott","Chris Riggott","Paul Boertien","Pierre Ducrocq","Darryl Powell","Malcolm Christie","Fabrizio Ravanelli"
"590","2002-01-12","Blackburn Rovers","Charlton Athletic","Brad Friedel","Henning Berg","Stig Inge Bjornebye","John Curtis","Martin Taylor","David Dunn"," Tugay Kerimoglu","Damien Duff","Craig Hignett","Andrew Cole","Matt Jansen","Dean Kiely"," Jorge Costa","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","John Robinson","Graham Stuart","Jason Euell","Kevin Lisbie"
"591","2002-01-12","Bolton Wanderers","Chelsea","Jussi J‰‰skel‰inen","Djibril Diawara","Gudni Bergsson","Bruno N'Gotty","Simon Charlton","Gareth Farrelly","Per Frandsen","Kevin Nolan","Nicky Southall","Henrik Pedersen","Michael Ricketts","Carlo Cudicini","Mario Melchiot","Marcel Desailly","John Terry","Graeme Le Saux","Samuele Dalla Bona","Frank Lampard","Jody Morris","Mario Stanic","Eidur Gudjohnsen","Gianfranco Zola"
"592","2002-01-12","Everton","Sunderland","Steve Simonsen","David Unsworth","David Weir","Alan Stubbs","Tony Hibbert","Gary Naysmith","Niclas Alexandersson","Jesper Blomqvist","Paul Gascoigne","Scot Gemmill","Kevin Campbell","Thomas Sorensen","Bernt Haas","Jody Craddock","Stanislav Varga","Julio Arca","Kevin Kilbane","Michael Gray","Jason McAteer","Gavin McCann","Paul Thirlwell","Kevin Phillips"
"593","2002-01-12","Fulham","Middlesbrough","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sean Davis","Sylvain Legwinski","Steed Malbranque","Barry Hayles","Steve Marlet","Mark Crossley","Robbie Stockdale","Gianluca Festa","Colin Cooper","Gareth Southgate","Jonathan Greening","Paul Ince","Carlos Marinelli","Robbie Mustoe","Hamilton Ricard","Noel Whelan"
"594","2002-01-12","Ipswich Town","Tottenham Hotspur","Andy Marshall","Chris Makin","John McGreal","Hermann Hreidarsson","Mark Venus","Jermaine Wright","Matt Holland","Jim Magilton","Martijn Reuser","Alun Armstrong","Marcus Bent","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Gus Poyet","Tim Sherwood","Christian Ziege","Les Ferdinand","Sergei Rebrov"
"595","2002-01-12","Newcastle United","Leeds United","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Laurent Robert","Craig Bellamy","Alan Shearer","Nigel Martyn","Garry Kelly","Danny Mills","Michael Duberry","Jonathan Woodgate","Dominic Matteo","David Batty","Lee Bowyer","Seth Johnson","Alan Smith","Mark Viduka"
"596","2002-01-12","West Ham United","Leicester City","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Joe Cole","Don Hutchison","John Moncur","Trevor Sinclair","Paolo Di Canio","Frederic Kanoute","Ian Walker","Jacob Laursen","Frank Sinclair","Callum Davidson","Alan Rogers","Andy Impey","Robbie Savage","Dennis Wise","James Scowcroft","Ade Akinbiyi","Brian Deane"
"597","2002-01-13","Arsenal","Liverpool","Stuart Taylor","Oleg Luzhny","Sol Campbell","Martin Keown","Matthew Upson","Gilles Grimandi","Freddie Ljungberg","Robert Pires","Patrick Vieira","Thierry Henry","Nwankwo Kanu","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Dietmar Hamann","Danny Murphy","Nicolas Anelka","Michael Owen"
"598","2002-01-13","Southampton","Manchester United","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Fabrice Fernandes","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","David Beckham","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy"
"599","2002-01-19","Derby County","Ipswich Town","Andy Oakes","Danny Higginbotham","Richard Jackson","Luciano Zavagno","Horacio Carbonari","Chris Riggott","Darryl Powell","Simo Valakari","Deon Burton","Malcolm Christie","Fabrizio Ravanelli","Andy Marshall","Chris Makin","John McGreal","Hermann Hreidarsson","Mark Venus","Jermaine Wright","Matt Holland","Sixto Peralta","Martijn Reuser","Marcus Bent","Marcus Stewart"
"600","2002-01-19","Leicester City","Newcastle United","Ian Walker","Jacob Laursen","Frank Sinclair","Callum Davidson","Alan Rogers","Andy Impey","Muzzy Izzet","Stefan Oakes","Robbie Savage","James Scowcroft","Ade Akinbiyi","Shay Given","Sylvain Distin","Aaron Hughes","Nikos Dabizas","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Laurent Robert","Craig Bellamy","Alan Shearer"
"601","2002-01-19","Liverpool","Southampton","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Dietmar Hamann","Danny Murphy","Emile Heskey","Michael Owen","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Fabrice Fernandes","Chris Marsden","Anders Svensson","Paul Telfer","Kevin Davies","Marian Pahars"
"602","2002-01-19","Manchester United","Blackburn Rovers","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","David Beckham","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy","Brad Friedel","Stig Inge Bjornebye","Nils-Eric Johansson","Martin Taylor","Lucas Neill","David Dunn"," Tugay Kerimoglu","Damien Duff","Craig Hignett","Andrew Cole","Matt Jansen"
